CSDUID,CSDNAME,CSDTYPE,OMEC_LAT,OMEC_LON,OMEC_RAD_M
5951031,Bulkley-Nechako E,RDA,53.45573109391153,-126.30405575306605,99309.00902998353
5951032,Granisle,VL,54.947323901705396,-126.22123680423515,8231.658539234886
5951034,Houston,DM,54.40400860304658,-126.67023266514353,7078.76253922236
5951038,Telkwa,VL,54.68579856442444,-127.05712977117133,2796.957650605266
5951043,Smithers,T,54.79096900151355,-127.16312560870473,5222.65858548259
5951051,Bulkley-Nechako A,RDA,54.75505513534954,-127.20797654146028,45920.33836763606
5951053,Bulkley-Nechako G,RDA,54.49522944289801,-127.72067311290219,170566.75777489346
5951801,Ye Koo Che 3,IRI,54.59948078023452,-125.07357938525375,1333.8165615204323
5951802,Nautley (Fort Fraser) 1,IRI,54.077669787603725,-124.59198137622715,2410.1914561537897
5951803,Nak'azdli,IRI,54.431658888861485,-124.24901954903528,1387.7794392066655
5951804,Sowchea 3,IRI,54.421741680654954,-124.39589143566062,872.8210606326627
5951805,Binche 2,IRI,54.56927877457376,-124.51281821186782,2850.9879616991943
5951806,Seaspunkut 4,IRI,54.05864260160656,-124.76687708864854,1225.688260321187
5951807,Stellaquo (Stella) 1,IRI,54.05226562426104,-124.90789502508484,2305.0958487298312
5951809,Stony Creek 1,IRI,53.93985987142441,-124.12096223861417,4065.961969874445
5951810,Tache 1,IRI,54.66238485904278,-124.73491261735353,3353.062177883495
5951811,Tacla Lake (Ferry Landing) 9,IRI,55.317886351786534,-126.02696849513748,831.0054433676052
5951813,Laketown 3,IRI,53.92329358778733,-124.18541525678239,1118.5626719461454
5951814,Dzitline Lee 9,IRI,54.881586562266556,-125.13220144771086,2051.530708258987
5951815,Burns Lake 18,IRI,54.23399694290424,-125.76573373311703,1134.3573336340112
5951818,Cheslatta 1,IRI,53.95423850613097,-125.72319735944048,31972.055194437027
5951819,Omineca 1,IRI,53.991139859389,-125.85482328772737,554.3901304862752
5951820,Palling 1,IRI,54.33069896379263,-125.89025087957212,910.8987125837496
5951821,Duncan Lake 2,IRI,54.420628710340445,-126.13443783956555,644.49581598584
5951822,Francois Lake 7,IRI,54.0096135896202,-125.95133746295632,993.9915285992078
5951823,Skins Lake 16A,IRI,53.99725295886049,-125.8792005765338,601.5072320716991
5951824,Skins Lake 16B,IRI,53.94853318313963,-125.6545445300278,604.3093591152281
5951825,Tatla West 11,IRI,53.986234981595,-126.49598890339155,557.419709903101
5951826,Uncha Lake 13A,IRI,53.933983547774375,-125.66851518431439,514.0555007087128
5951827,Woyenne 27,IRI,54.23895184110253,-125.76249365569936,339.6129221125366
5951828,Babine 6,IRI,55.323354275372004,-126.62121665849857,1074.84062359908
5951829,Babine 25,IRI,54.81763721990186,-126.14842920050503,646.3585433615918
5951830,Jean Baptiste 28,IRI,54.7471425506793,-127.01483960079995,973.128911968201
5951831,Babine 16,IRI,55.32406549336944,-126.64336310132838,1224.9100784657971
5951832,Noonla 6,IRI,54.02180421580118,-124.07401701632324,717.3940257197955
5951833,Tatla't East 2,IRI,53.986436221598844,-126.48330567804157,683.6847077980202
5951840,Williams Prairie Meadow 1A,IRI,54.47144528797199,-124.19567934418698,575.6254589704682
5951844,Poison Creek 17A,IRI,54.227521797929306,-125.78614749479728,574.7289709023777
5951845,Tadinlay 15,IRI,55.069674803337506,-126.51048165609404,1015.9569279937224
5951846,Nedoats 11,IRI,55.048270654293404,-126.32385073229743,1385.80670959641
5951847,Babine Lake 21B,IRI,54.49123859885655,-125.64766021714225,137.63087324450305
5951848,North Tacla Lake,IRI,55.482522604633395,-125.97070842091514,1009.6947478063644
5951849,Mission Lands 17,IRI,54.45371879472237,-124.2691138800399,531.9490046929501
5953007,Valemount,VL,52.83076795489002,-119.2684817425941,1746.1158956659144
5953012,McBride,VL,53.306253541509854,-120.17138059012517,1948.9810529305769
5953019,Fraser-Fort George H,RDA,53.18133619587611,-119.65525711599652,130744.33142757462
5953023,Prince George,CY,53.92365646030529,-122.779978122848,13508.910662894796
5953033,Mackenzie,DM,55.30728531905955,-123.1708081991509,11054.460007793597
5953038,Fraser-Fort George A,RDA,54.069796519124594,-123.06434098072891,35779.53072091211
5953042,Fraser-Fort George C,RDA,53.64421779272751,-123.11211615049423,41517.640489157064
5953044,Fraser-Fort George D,RDA,53.75690725073998,-122.53604267454627,20260.11593204108
5953046,Fraser-Fort George E,RDA,53.51062924584189,-122.44481271714993,19356.326834058946
5953048,Fraser-Fort George F,RDA,53.91448584940994,-121.36036973983543,87255.38084151314
5953050,Fraser-Fort George G,RDA,55.12506446569472,-122.78691532249172,114067.95805320077
5953801,Fort George 2,IRI,54.016494945956204,-122.62577952189312,1671.8246899501448
5953802,McLeod Lake 1,IRI,54.96679383791306,-123.04665435053029,3161.666744245954
5955003,Tumbler Ridge,DM,55.0536488880916,-121.20944101523399,29739.75409538276
5955005,Pouce Coupe,VL,55.718240665132285,-120.12932265681978,1201.0357819226842
5955010,Chetwynd,DM,55.71984321926446,-121.69516214764042,37420.92698349783
5955014,Dawson Creek,CY,55.76109113129608,-120.22052229384039,5203.849000305245
5955021,Peace River D,RDA,54.97125431481792,-120.39964576283693,131019.99778008384
5955023,Peace River E,RDA,55.39559826959495,-122.17210374444427,121616.85949977394
5955025,Hudson's Hope,DM,56.02491079411037,-121.99787597495794,20696.473287076373
5955030,Taylor,DM,56.15371263861748,-120.6804302172403,3253.721386056663
5955034,Fort St. John,CY,56.248769346298815,-120.8214868070573,5434.2457487353795
5955040,Peace River B,RDA,57.01383743974507,-123.68251514211858,240529.00881500528
5955042,Peace River C,RDA,56.2161901016088,-120.76930342271244,27147.580739141544
5955801,East Moberly Lake 169,IRI,55.84426406637249,-121.63978806956854,4339.856428118043
5955802,West Moberly Lake 168A,IRI,55.805876363324025,-121.88425122737566,4432.58590214641
5955803,Blueberry River 205,IRI,56.70265395842214,-121.09454392633327,3759.876217586822
5955804,Doig River 206,IRI,56.57699071415297,-120.48834275185875,2967.0056750706126
5955807,Fort Ware 1,IRI,57.423168239636446,-125.63880938074422,2165.776450334173
5955808,Halfway River 168,IRI,56.47352507552081,-121.87988340307365,8411.670356932027
5955812,Ingenika Point,S-É,56.79568126391569,-124.90694038627132,1771.023058616919
5955840,Finlay River 6,IRI,56.90152176376851,-124.96477375812071,2640.0811167562456
5955850,Mesilinka 7,IRI,56.36475885681898,-125.41638933446222,2338.89741772857
5957022,Stikine Region,RDA,58.217719921931476,-131.312109627187,472457.1886071243
5957802,Unnamed 10,IRI,59.56830997572248,-133.70287352656223,148.52431606459285
5957803,Five Mile Point 3,IRI,59.49885771152227,-133.64927230707326,2727.5152595543777
5957804,Good Hope Lake,S-É,59.18840079795058,-129.22287823815319,495.468751287942
5957813,Lower Post,S-É,59.92429345427756,-128.49766551497615,278.65144850514275
5957814,Liard River 3,IRI,59.92818016092558,-128.5038430951934,1311.5116668443789
5957820,Dease River 1,IRI,59.287308320700205,-129.2908292831289,1136.6613622704838
5959007,Northern Rockies,RGM,59.05960534521712,-123.74484849542321,241549.5473063743
5959805,Fontas 1,IRI,58.285392012899,-121.72617791195758,275.04537843413806
5959806,Fort Nelson 2,IRI,58.795396767544425,-122.54931707454999,8958.15391886139
5959809,Kahntah 3,IRI,58.35593642336934,-120.90767230802379,230.9426070736668
5959810,Prophet River 4,IRI,58.08021910430741,-122.69495414050678,1681.3473492240605
5915020,UBC Campus,RDA,49.25470285248091,-123.22747167936896,3106.3925290422926
